Date,Commodity No,Commodity ,UN code ,Country Name,Import Value (BD),Import Value (USA $),Import Weight (KG),Import Quantity,UM
11/1/2020,85269200,RADIO REMOTE CONTROL APPARATUS,CN,CHINA,1872.501088,4980.056086,47.4,80,NO
11/1/2020,85269200,RADIO REMOTE CONTROL APPARATUS,TN,TUNISIA,1781.883921,4739.05298,59.9,128,NO
11/1/2020,85271300,OTHER APPARATUS COMBINED WITH SOUND RECORDING OR REPRODUCING APPARATUS,MY,MALAYSIA,1416.071232,3766.146893,100,10,NO
11/1/2020,85272100,"RADIOS WITH EXTERNAL POWER AND SOUND RECORDER, FOR CARS",DE,GERMANY,205.11374,545.515266,8.2,2,NO
11/1/2020,85272100,"RADIOS WITH EXTERNAL POWER AND SOUND RECORDER, FOR CARS",US,UNITED STATES OF AMERICA,18.5477123,49.32902207,2.103,5,NO
11/1/2020,85279900,OTHER RADIOS NOT ELSEWHERE,CN,CHINA,5658.214763,15048.44352,367.373,514,NO
11/1/2020,85279900,OTHER RADIOS NOT ELSEWHERE,ES,SPAIN,37.88774173,100.7652706,0.27,3,NO
11/1/2020,85284900,OTHER CATHODE-RAY TUBE MONITORS,US,UNITED STATES OF AMERICA,1337.203939,3556.393455,39,2,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,BE,BELGIUM,20243.0756,53837.96701,175,6,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,CN,CHINA,133077.7425,353930.1661,10364.145,7362,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,CZ,CZECH REPUBLIC,1693.365184,4503.63081,5,1,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,JP,JAPAN,3902.946876,10380.17786,46,5,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,MX,MEXICO,3509.73744,9334.408085,3.5,7,NO
11/1/2020,85285200,MONITORS OF A KIND SOLELY OR PRINCIPALLY USED IN AN AUTOMATIC DATA PROCESSING SYSTEM OF HEADING 84.71,PL,POLAND,14738.86615,39199.1121,1131.05,200,NO
11/1/2020,85285900,OTHER MONITORS,AE,UNITED ARAB EMIRATES,190.062419,505.4851569,1,1,NO
11/1/2020,85285900,OTHER MONITORS,CA,CANADA,648.43608,1724.564043,15.45,1,NO
11/1/2020,85285900,OTHER MONITORS,CN,CHINA,92570.98768,246199.4353,14151.718,3776,NO
11/1/2020,85285900,OTHER MONITORS,FR,FRANCE,45.142234,120.059133,1,2,NO
11/1/2020,85285900,OTHER MONITORS,HU,HUNGARY,704.5972434,1873.928839,10,10,NO
11/1/2020,85285900,OTHER MONITORS,JP,JAPAN,131.0530802,348.5454261,49.681,3,NO
11/1/2020,85285900,OTHER MONITORS,US,UNITED STATES OF AMERICA,859.509669,2285.929971,16.32,5,NO
11/1/2020,85287110,"RECEPTION APPARATUS FOR TELEVISION , Not desingned to incorporate a video display or screen, REGULATING SURFACE BOXES WITH COMMONUCATION FUNCTION : DEVICE BASED ON MICROPROCESSOR CONSISTING OF INTERNET MODEM",SK,SLOVAKIA,259.235896,689.4571702,8.5,11,NO
11/1/2020,85287110,"RECEPTION APPARATUS FOR TELEVISION , Not desingned to incorporate a video display or screen, REGULATING SURFACE BOXES WITH COMMONUCATION FUNCTION : DEVICE BASED ON MICROPROCESSOR CONSISTING OF INTERNET MODEM",VN,VIETNAM,1236.37353,3288.227473,87.3,70,NO
11/1/2020,85287210,RECEPTION APPARATUS FOR COLOUR TELEVISION REGULATING SURFACE BOXES WITH COMMONUCATION FUNCTION : DEVICE BASED ON MICROPROCESSOR CONSISTING OF INTERNET MODEM,DK,DENMARK,502.567,1336.614362,10,1,NO
11/1/2020,85291010,AERIALS OF A KIND USED WITH TELEPHONE SETS AND TELEGRAPH,MY,MALAYSIA,141.2288382,375.6086123,2.62,67,NO
11/1/2020,85291010,AERIALS OF A KIND USED WITH TELEPHONE SETS AND TELEGRAPH,US,UNITED STATES OF AMERICA,38.78449119,103.1502425,0.719,2,NO
11/1/2020,85291090,"AERIALS AND AERIAL REFLECTORS OF ALL KINDS,PARTS SUITABLE FOR USE THEREWITH",CZ,CZECH REPUBLIC,76.17560027,202.5946816,0.3,0.3,NO
11/1/2020,85291090,"AERIALS AND AERIAL REFLECTORS OF ALL KINDS,PARTS SUITABLE FOR USE THEREWITH",KR,REPUBLIC OF KOREA,8.83128885,23.48747035,1,1,NO
11/1/2020,85291090,"AERIALS AND AERIAL REFLECTORS OF ALL KINDS,PARTS SUITABLE FOR USE THEREWITH",MY,MALAYSIA,10.99213828,29.23441032,2,1,NO
11/1/2020,85291090,"AERIALS AND AERIAL REFLECTORS OF ALL KINDS,PARTS SUITABLE FOR USE THEREWITH",TW,TAIWAN,6956.743995,18501.97871,20064.101,2922,NO
11/1/2020,85291090,"AERIALS AND AERIAL REFLECTORS OF ALL KINDS,PARTS SUITABLE FOR USE THEREWITH",US,UNITED STATES OF AMERICA,2494.406343,6634.059424,12.72,14,NO
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,CH,SWITZERLAND,1444.102576,3840.69834,15,15,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,CN,CHINA,14363.47252,38200.72478,1330.045,1330.045,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,CZ,CZECH REPUBLIC,3266.613181,8687.801013,33,33,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,ES,SPAIN,58.9497712,156.7813064,0.6,0.6,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,IT,ITALY,123.36592,328.1008511,2,2,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,SK,SLOVAKIA,1.23013146,3.271626223,0.5,0.5,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,TH,THAILAND,13.92344036,37.03042649,0.548,0.548,KG
11/1/2020,85299090,OTHER PARTS FOR TRANSMISSION APPARATUS OTHER THAN TRANSMISSION APPARATUS,TW,TAIWAN,337.1675262,896.7221443,6.837,6.837,KG
11/1/2020,85308000,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,DE,GERMANY,30650.90073,81518.353,3238,9,NO
11/1/2020,85308000,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,NO,NORWAY,197192.9807,524449.4169,2500,1,NO
11/1/2020,85308000,OTHER EQUIPMENT FOR SIGNALLING OR SAFETY,US,UNITED STATES OF AMERICA,46376.16652,123340.8684,3885.811,4,NO
11/1/2020,85309000,PARTS FOR SIGNALLING OR SAFETY EQUIPMENT,CN,CHINA,100.5695414,267.4721845,287,287,KG
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,CN,CHINA,12371.85756,32903.87649,845.654,2992,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,CZ,CZECH REPUBLIC,1006.55422,2677.005904,9,6,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,FR,FRANCE,67.43935,179.3599734,1.38,1,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,IN,INDIA,136.558892,363.1885426,1,2,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,KR,REPUBLIC OF KOREA,11965.0175,31821.85505,500,150,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,MX,MEXICO,2026.955976,5390.840362,25.106,3,NO
11/1/2020,85311000,BURGLAR OR FIRE ALARMS AND SIMILAR APPARATUS,PL,POLAND,1016.111945,2702.425386,12.8,1,NO
11/1/2020,85312000,INDICATOR PANELS WITH LCD OR LED,DE,GERMANY,7403.205501,19689.37633,72.8,34,NO
11/1/2020,85312000,INDICATOR PANELS WITH LCD OR LED,MX,MEXICO,8.67845085,23.0809863,0.3,5,NO
11/1/2020,85312000,INDICATOR PANELS WITH LCD OR LED,SK,SLOVAKIA,66.70829175,177.4156695,0.3,1,NO
11/1/2020,85318010,ELECTRIC BELLS FOR DOORS,KR,REPUBLIC OF KOREA,26225.53602,69748.766,1220,1420,NO
11/1/2020,85318090,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,AT,AUSTRIA,744.2439493,1979.372206,55,28,NO
11/1/2020,85318090,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,DE,GERMANY,108.2024065,287.7723577,7.463,1,NO
11/1/2020,85318090,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,GB,UNITED KINGDOM,5886.12961,15654.60003,111,111,NO
11/1/2020,85318090,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,IT,ITALY,3.68731776,9.80669617,0.5,11,NO
11/1/2020,85318090,OTHER ELECTRIC SOUND OR VISUAL SIGNALLING APPARATUS,MX,MEXICO,364.0264605,968.1554801,17,8,NO
11/1/2020,85319010,"PARTS FOR APPARATUS OF SUBHEADING  85 31 80 20, 85 31 80 30",MX,MEXICO,296.0679806,787.4148421,12.156,12.156,KG
11/1/2020,85319090,OTHER PARTS OF HEADING 85 31,CH,SWITZERLAND,2469.46174,6567.717393,6,6,KG
11/1/2020,85319090,OTHER PARTS OF HEADING 85 31,ES,SPAIN,120.0203256,319.2029937,2,2,KG
11/1/2020,85319090,OTHER PARTS OF HEADING 85 31,GB,UNITED KINGDOM,1638.873169,4358.705236,48,48,KG
11/1/2020,85319090,OTHER PARTS OF HEADING 85 31,NL,NETHERLANDS,340.9785272,906.8577851,1.7,1.7,KG
11/1/2020,85321000,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,CN,CHINA,987.27761,2625.738324,33,38,NO
11/1/2020,85321000,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,ES,SPAIN,1573.408223,4184.596337,110,1,NO
11/1/2020,85321000,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,FI,FINLAND,61.51935913,163.6153168,1,55,NO
11/1/2020,85322200,ALUMINIUM ELECTROLYTIC FIXED CAPACITORS,CN,CHINA,6.0600797,16.11723324,3,50,NO
11/1/2020,85322500,DIELECTRIC OF PAPER OR PLASTICS FIXED CAPACITORS,SI,SLOVENIA,7.19833903,19.1445187,0.4,1,NO
11/1/2020,85322900,OTHER FIXED CAPACITORS,US,UNITED STATES OF AMERICA,34.62554396,92.08921266,2.254,10,NO
11/1/2020,85323000,VARIABLE OR ADJUSTABLE (PRE-SET) CAPACITORS,KR,REPUBLIC OF KOREA,40.80912315,108.534902,10,10,NO
11/1/2020,85329000,PARTS FOR CAPACITORS,KR,REPUBLIC OF KOREA,132.6477448,352.7865554,34,34,KG
11/1/2020,85331000,"FIXED CARBON RESISTORS, COMPOSITION OR FILM TYPES",MX,MEXICO,3.184345534,8.46900408,0.4,0.4,KG
11/1/2020,85332100,"FIXED RESISTORS, POWER HANDLING CAPACITY NOT OVER 20 W",HU,HUNGARY,6.55062225,17.42186769,1,1,KG
11/1/2020,85332900,OTHER FIXED CAPACITORS,DE,GERMANY,41.51864148,110.4219188,2.55,2.55,KG
11/1/2020,85332900,OTHER FIXED CAPACITORS,JP,JAPAN,12.958608,34.46438298,0.34,0.34,KG
11/1/2020,85333100,"WIREBOUND VARIABLE RESISTORS, CAPACITY NOT OVER 20 W",AU,AUSTRALIA,44.113181,117.3222899,102.104,102.104,KG
11/1/2020,85333100,"WIREBOUND VARIABLE RESISTORS, CAPACITY NOT OVER 20 W",GB,UNITED KINGDOM,3.014558,8.017441489,1,1,KG
11/1/2020,85333900,OTHER WIREBOUND VARIABLE RESISTORS,GB,UNITED KINGDOM,1.9596127,5.211735904,1,1,KG
11/1/2020,85334000,OTHER VARIABLE RESISTORS,JP,JAPAN,1316.347209,3500.923427,30.617,30.617,KG
11/1/2020,85334000,OTHER VARIABLE RESISTORS,MX,MEXICO,137.0767961,364.5659471,7.068,7.068,KG
11/1/2020,85334000,OTHER VARIABLE RESISTORS,US,UNITED STATES OF AMERICA,408.5679527,1086.616895,8.5,8.5,KG
11/1/2020,85339000,PARTS FOR RESISTORS,CN,CHINA,9.5979309,25.52641197,1.54,1.54,KG
11/1/2020,85340000,PRINTED CIRCUITS,CN,CHINA,311.9070283,829.5399688,0.956,53,NO
11/1/2020,85340000,PRINTED CIRCUITS,US,UNITED STATES OF AMERICA,4.7370125,12.5984375,0.056,1,NO
11/1/2020,85351000,FUSES FOR OVER 1000 V,KR,REPUBLIC OF KOREA,476.9669151,1268.52903,10.08,10.08,KG
11/1/2020,85353000,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES,CN,CHINA,16031.21186,42636.20176,19969.334,19969.334,KG
11/1/2020,85353000,ISOLATING SWITCHES AND MAKE-AND-BREAK SWITCHES,IT,ITALY,3396.75724,9033.92883,1876,1876,KG
11/1/2020,85354000,"LIGHTNING ARRESTERS, VOLTAGE LIMITERS, SURGE SUPPRESSOR",CN,CHINA,426.318956,1133.827011,86.667,86.667,KG
11/1/2020,85359000,"OTHER APPARATUS FOR PROTECTING CIRCUITS,OVER 1000 V",DE,GERMANY,868.9487333,2311.033865,40.682,40.682,KG
11/1/2020,85359000,"OTHER APPARATUS FOR PROTECTING CIRCUITS,OVER 1000 V",GB,UNITED KINGDOM,5753.513788,15301.89837,25,25,KG
11/1/2020,85359000,"OTHER APPARATUS FOR PROTECTING CIRCUITS,OVER 1000 V",IN,INDIA,10374.72505,27592.35385,4968.951,4968.951,KG
11/1/2020,85359000,"OTHER APPARATUS FOR PROTECTING CIRCUITS,OVER 1000 V",JP,JAPAN,878426.7007,2336241.225,55196,55196,KG
11/1/2020,85361000,FUSES FOR 1000 V OR LESS,CZ,CZECH REPUBLIC,73.29153042,194.924283,5,5,KG
11/1/2020,85361000,FUSES FOR 1000 V OR LESS,DK,DENMARK,46.62129963,123.9928182,2,2,KG
11/1/2020,85361000,FUSES FOR 1000 V OR LESS,KR,REPUBLIC OF KOREA,85.01560782,226.10534,4.5,4.5,KG
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,GB,UNITED KINGDOM,486.3454894,1293.472046,55,1,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,IN,INDIA,34759.85704,92446.42831,5553.8,1643,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,IT,ITALY,26041.36077,69258.93823,1625.189,355,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,RO,ROMANIA,53.72104614,142.8751227,5.18,35,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,TR,TURKEY,3595.362573,9562.134503,466.055,1527,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,TW,TAIWAN,4333.99421,11526.58035,666,718,NO
11/1/2020,85362000,AUTOMATIC CIRCUIT BREAKERS FOR 1000 V OR LESS,US,UNITED STATES OF AMERICA,688.4041667,1830.862146,26.23,10,NO
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",BG,BULGARIA,247.8179062,659.0901761,23.688,23.688,KG
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",CN,CHINA,2342.52352,6230.115746,625.114,625.114,KG
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",FR,FRANCE,3450.824921,9177.725853,244.343,244.343,KG
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",ID,INDONESIA,29.33176742,78.01001973,5,5,KG
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",IN,INDIA,61731.85372,164180.462,21302.4,21302.4,KG
11/1/2020,85363000,"OTHER APPARATUS FOR PROTECTING CIRCUITS, 1000 V OR LESS",KR,REPUBLIC OF KOREA,20.35986835,54.14858603,3,3,KG
11/1/2020,85364100,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V,AU,AUSTRALIA,122.961315,327.0247739,1,1,KG
11/1/2020,85364100,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V,CH,SWITZERLAND,10783.15219,28678.59625,71,71,KG
11/1/2020,85364100,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V,CN,CHINA,4328.909957,11513.0584,500.785,500.785,KG
11/1/2020,85364100,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V,ID,INDONESIA,205.1756377,545.6798874,9.14,9.14,KG
11/1/2020,85364100,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V,PL,POLAND,583.7084087,1552.415981,21.65,21.65,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,AU,AUSTRALIA,38.509825,102.4197473,1,1,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,CA,CANADA,592.845961,1576.717981,4.09,4.09,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,CN,CHINA,3280.971248,8725.987363,940.617,940.617,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,DE,GERMANY,5578.676697,14836.90611,446.784,446.784,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,ES,SPAIN,6695.692011,17807.69152,32,32,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,FR,FRANCE,3979.454131,10583.6546,206.695,206.695,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,HU,HUNGARY,272.167348,723.8493298,5,5,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,KR,REPUBLIC OF KOREA,1088.083267,2893.838476,45.042,45.042,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,MX,MEXICO,55.4303126,147.4210441,1.6,1.6,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,PH,PHILIPPINES,143.0565855,380.4696424,10.141,10.141,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,RO,ROMANIA,937.5829307,2493.571624,67.306,67.306,KG
11/1/2020,85364900,OTHER RELAYS FOR 61 TO 1000 V,TW,TAIWAN,1242.524385,3304.58613,193.613,193.613,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),BG,BULGARIA,150.6672425,400.7107513,1,1,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),DO,DOMINICAN REPUBLIC,42.2672888,112.4130021,1.94,1.94,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),HN,HONDURAS,198.8864538,528.9533346,1,1,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),HU,HUNGARY,116.0773713,308.7164132,2.77,2.77,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),IN,INDIA,156.6805029,416.703465,7,7,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),IT,ITALY,707.0824178,1880.538345,27.447,27.447,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),KR,REPUBLIC OF KOREA,164.565688,437.6747021,3.5,3.5,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),TW,TAIWAN,143.960699,382.8741995,1.322,1.322,KG
11/1/2020,85365010,ELECTRICAL ELECTRONIC SWITCHES CONSISTING OF OPTICAL JOINTED OUTPUT AND INPUT CIRCUITS (RHEOSTATIC INSULATED ELECTRICAL SWITCHES),US,UNITED STATES OF AMERICA,1557.094298,4141.20824,19.143,19.143,KG
11/1/2020,85365020,"ELECTRONIC SWITCHES, INCLUDING ELECTRONIC SWITCHES PROTECTED AGAINST TEMP ERATURE, CONSISTING OF TRANSISTOR AND CHIP (CHIP-ON-CHIP TECHNIQUE) FOR A VOLTA GE NOT EXCEEDING 1000 V",CN,CHINA,99.52098281,264.6834649,31.5,31.5,KG
11/1/2020,85365020,"ELECTRONIC SWITCHES, INCLUDING ELECTRONIC SWITCHES PROTECTED AGAINST TEMP ERATURE, CONSISTING OF TRANSISTOR AND CHIP (CHIP-ON-CHIP TECHNIQUE) FOR A VOLTA GE NOT EXCEEDING 1000 V",DE,GERMANY,199.5693599,530.7695743,26.814,26.814,KG
11/1/2020,85365020,"ELECTRONIC SWITCHES, INCLUDING ELECTRONIC SWITCHES PROTECTED AGAINST TEMP ERATURE, CONSISTING OF TRANSISTOR AND CHIP (CHIP-ON-CHIP TECHNIQUE) FOR A VOLTA GE NOT EXCEEDING 1000 V",IN,INDIA,43.79890011,116.4864365,24.063,24.063,KG
11/1/2020,85365020,"ELECTRONIC SWITCHES, INCLUDING ELECTRONIC SWITCHES PROTECTED AGAINST TEMP ERATURE, CONSISTING OF TRANSISTOR AND CHIP (CHIP-ON-CHIP TECHNIQUE) FOR A VOLTA GE NOT EXCEEDING 1000 V",MT,MALTA,5.09700702,13.55586973,1,1,KG
11/1/2020,85365090,OTHER SWITCHES,AT,AUSTRIA,423.8804288,1127.341566,98.06,98.06,KG
11/1/2020,85365090,OTHER SWITCHES,BR,BRAZIL,66.72372152,177.4567062,14.778,14.778,KG
11/1/2020,85365090,OTHER SWITCHES,CN,CHINA,56647.98367,150659.531,29061.586,29061.586,KG
11/1/2020,85365090,OTHER SWITCHES,FR,FRANCE,3644.371033,9692.476153,170.373,170.373,KG
11/1/2020,85365090,OTHER SWITCHES,HR,CROATIA,41.07982994,109.2548669,0.75,0.75,KG
11/1/2020,85365090,OTHER SWITCHES,HU,HUNGARY,87.88010016,233.7236706,8.021,8.021,KG
11/1/2020,85365090,OTHER SWITCHES,ID,INDONESIA,1097.826612,2919.751628,104.672,104.672,KG
11/1/2020,85365090,OTHER SWITCHES,IN,INDIA,419.5416076,1115.802148,90.51,90.51,KG
11/1/2020,85365090,OTHER SWITCHES,MT,MALTA,678.9105991,1805.613296,15.647,15.647,KG
11/1/2020,85365090,OTHER SWITCHES,MX,MEXICO,1629.026295,4332.516743,162.702,162.702,KG
11/1/2020,85365090,OTHER SWITCHES,TH,THAILAND,294.7046528,783.7889701,134.268,134.268,KG
11/1/2020,85365090,OTHER SWITCHES,TN,TUNISIA,548.7687002,1459.491224,81.972,81.972,KG
11/1/2020,85365090,OTHER SWITCHES,TW,TAIWAN,2160.37747,5745.684759,276.323,276.323,KG
11/1/2020,85365090,OTHER SWITCHES,US,UNITED STATES OF AMERICA,6569.056271,17470.89434,382.676,382.676,KG
11/1/2020,85365090,OTHER SWITCHES,VN,VIETNAM,12547.13424,33370.03787,596.7,596.7,KG
11/1/2020,85366100,LAMP HOLDERS FOR 1000 V OR LESS,CZ,CZECH REPUBLIC,96.38862304,256.3527209,17.2,12,NO
11/1/2020,85366100,LAMP HOLDERS FOR 1000 V OR LESS,ES,SPAIN,413.4331707,1099.556305,51,12,NO
11/1/2020,85366100,LAMP HOLDERS FOR 1000 V OR LESS,MX,MEXICO,5.94324073,15.8064913,2,2,NO
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,CA,CANADA,36.38198925,96.7606097,68.603,68.603,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,CZ,CZECH REPUBLIC,148.911355,396.0408378,5,5,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,GB,UNITED KINGDOM,1143.547643,3041.350114,222,222,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,MY,MALAYSIA,1146.51389,3049.23907,37.562,37.562,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,TR,TURKEY,526.659813,1400.690992,370,370,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,TW,TAIWAN,172.9331608,459.9286193,20.841,20.841,KG
11/1/2020,85366910,PLUGS AND SOCKETS FOR CO-AXIAL WIRES AND PRINTED CIRCUITS,US,UNITED STATES OF AMERICA,3023.306193,8040.707959,2355.273,2355.273,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,HU,HUNGARY,898.9792588,2390.902284,49.667,49.667,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,ID,INDONESIA,113.192138,301.0429202,3.998,3.998,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,IT,ITALY,3306.160705,8792.980599,215.47,215.47,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,JP,JAPAN,21.30449154,56.66088176,1.318,1.318,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,PL,POLAND,143.0827794,380.5393069,45,45,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,RO,ROMANIA,147.6636867,392.722571,0.5,0.5,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,TW,TAIWAN,6.11073088,16.25194383,1,1,KG
11/1/2020,85366920,OTHER PLUGS AND SOCKETS FOR 1000 V OR LESS,US,UNITED STATES OF AMERICA,2333.934622,6207.27293,258.3,258.3,KG
11/1/2020,85367000,"CONNECTORS FOR OPTICAL FIBRES, OPTICAL FIBRES BUNDLES OR CABLES",DE,GERMANY,7883.678962,20967.23128,94.486,94.486,KG
11/1/2020,85367000,"CONNECTORS FOR OPTICAL FIBRES, OPTICAL FIBRES BUNDLES OR CABLES",GB,UNITED KINGDOM,1295.944556,3446.661054,53,53,KG
